Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,Karyawan Beratahan,Travel_Rarely,1339,Sales,5,Bachelor,Life Sciences,Medium,Female,41,High,Intermediate ,Sales Executive,Very High,Married,9419,8053,2,No,12,High,High,Low,12,2,Excellent,10,9,7,4
33,Karyawan Keluar,Travel_Rarely,118,Sales,16,Bachelor,Marketing,Low,Female,69,High,Advanced,Sales Executive,Low,Single,5324,26507,5,No,15,High,High,Very High,6,3,Excellent,3,2,0,2
31,Karyawan Beratahan,Non-Travel,979,Research & Development,1,Master,Medical,High,Male,90,Low,Advanced,Manufacturing Director,High,Married,4345,4381,0,No,12,High,Very High,Low,6,2,Excellent,5,4,1,4
30,Karyawan Beratahan,Non-Travel,879,Research & Development,9,College,Medical,High,Female,72,High,Advanced,Manufacturing Director,High,Single,4695,12858,7,Yes,18,High,High,Very High,10,3,Excellent,8,4,1,7
59,Karyawan Beratahan,Travel_Rarely,1324,Research & Development,3,Bachelor,Medical,High,Female,81,Very High,Basic,Laboratory Technician,Low,Married,2670,9964,4,Yes,20,Very High,Low,High,12,3,Good,1,0,0,0
49,Karyawan Keluar,Travel_Frequently,1475,Research & Development,28,College,Life Sciences,Low,Male,97,Medium,Advanced,Laboratory Technician,Low,Single,4284,22710,3,No,20,Very High,Low,Very High,20,2,Excellent,4,3,1,3
28,Karyawan Beratahan,Travel_Rarely,736,Sales,26,Bachelor,Life Sciences,High,Male,48,Medium,Advanced,Sales Executive,Low,Married,4724,24232,1,No,11,High,High,Low,5,0,Excellent,5,3,0,4
36,Karyawan Beratahan,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,Very High,Female,63,High,Intermediate ,Healthcare Representative,High,Married,7094,5747,3,No,12,High,Low,Very High,10,0,Excellent,7,7,1,7
28,Karyawan Keluar,Travel_Rarely,103,Research & Development,24,Bachelor,Life Sciences,High,Male,50,Medium,Basic,Laboratory Technician,High,Single,2028,12947,5,Yes,14,High,Medium,Very High,6,4,Excellent,4,2,0,3
26,Karyawan Keluar,Travel_Frequently,575,Research & Development,3,Below College,Technical Degree,High,Male,73,High,Basic,Research Scientist,Low,Single,3102,6582,0,No,22,Very High,High,Very High,7,2,Excellent,6,4,0,4
31,Karyawan Beratahan,Non-Travel,1188,Sales,20,College,Marketing,Very High,Female,45,High,Advanced,Sales Executive,High,Married,6932,24406,1,No,13,High,Very High,Low,9,2,Good,9,8,0,0
40,Karyawan Beratahan,Non-Travel,1094,Sales,28,Bachelor,Other,High,Male,58,Low,Intermediate ,Sales Executive,Low,Divorced,10932,11373,3,No,15,High,High,Low,20,2,Excellent,1,0,0,1
27,Karyawan Beratahan,Travel_Rarely,1134,Research & Development,16,Master,Technical Degree,High,Female,37,High,Basic,Laboratory Technician,Medium,Married,2811,12086,9,No,14,High,Medium,Low,4,2,Excellent,2,2,2,2
50,Karyawan Beratahan,Travel_Frequently,1115,Research & Development,1,Bachelor,Life Sciences,Low,Female,73,High,Advanced,Research Director,Medium,Married,18172,9755,3,Yes,19,High,Low,Very High,28,1,Good,8,3,0,7
33,Karyawan Keluar,Travel_Rarely,1277,Research & Development,15,Below College,Medical,Medium,Male,56,High,Intermediate ,Manager,High,Married,13610,24619,7,Yes,12,High,Very High,Very High,15,2,Outstanding,7,6,7,7
46,Karyawan Beratahan,Travel_Frequently,1034,Research & Development,18,Below College,Medical,Low,Female,86,High,Intermediate ,Healthcare Representative,High,Married,10527,8984,5,No,11,High,Very High,Very High,28,3,Good,2,2,1,2
33,Karyawan Keluar,Travel_Rarely,1017,Research & Development,25,Bachelor,Medical,Low,Male,55,Medium,Basic,Research Scientist,Medium,Single,2313,2993,4,Yes,20,Very High,Medium,Very High,5,0,Excellent,2,2,2,2
37,Karyawan Beratahan,Travel_Rarely,397,Research & Development,7,Master,Medical,Low,Male,30,High,Intermediate ,Research Director,High,Single,13664,25258,4,No,13,High,Low,Very High,16,3,Outstanding,5,2,0,2
26,Karyawan Beratahan,Travel_Rarely,775,Sales,29,College,Medical,Low,Male,45,High,Advanced,Sales Executive,High,Divorced,4306,4267,5,No,12,High,Low,Medium,8,5,Excellent,0,0,0,0
50,Karyawan Beratahan,Travel_Rarely,854,Sales,1,Master,Medical,Very High,Female,68,High,Advanced,Manager,Very High,Divorced,19517,24118,3,No,11,High,High,Low,32,3,Good,7,0,0,6
58,Karyawan Keluar,Travel_Rarely,601,Research & Development,7,Master,Medical,High,Female,53,Medium,Intermediate ,Manufacturing Director,Low,Married,10008,12023,7,Yes,14,High,Very High,Very High,31,0,Good,10,9,5,9
31,Karyawan Beratahan,Travel_Rarely,329,Research & Development,1,College,Life Sciences,Very High,Male,98,Medium,Basic,Laboratory Technician,Low,Married,2218,16193,1,No,12,High,High,Low,4,3,Excellent,4,2,3,2
26,Karyawan Beratahan,Travel_Frequently,921,Research & Development,1,Below College,Medical,Low,Female,66,Medium,Basic,Research Scientist,High,Divorced,2007,25265,1,No,13,High,High,Medium,5,5,Excellent,5,3,1,3
30,Karyawan Keluar,Travel_Frequently,464,Research & Development,4,Bachelor,Technical Degree,High,Male,40,High,Basic,Research Scientist,Very High,Single,2285,3427,9,Yes,23,Very High,High,Very High,3,4,Excellent,1,0,0,0
33,Karyawan Beratahan,Travel_Frequently,430,Sales,7,Bachelor,Medical,Very High,Male,54,High,Advanced,Sales Executive,Low,Married,4373,17456,0,No,14,High,Low,Medium,5,2,Excellent,4,3,0,3
59,Karyawan Beratahan,Travel_Rarely,1089,Sales,1,College,Technical Degree,Medium,Male,66,High,Intermediate ,Manager,Very High,Married,11904,11038,3,Yes,14,High,High,Low,14,1,Low,6,4,0,4
45,Karyawan Beratahan,Travel_Rarely,1385,Research & Development,20,College,Medical,High,Male,79,High,Advanced,Healthcare Representative,Very High,Married,13496,7501,0,Yes,14,High,Medium,Very High,21,2,Excellent,20,7,4,10
58,Karyawan Beratahan,Travel_Rarely,1272,Research & Development,5,Bachelor,Technical Degree,High,Female,37,Medium,Intermediate ,Healthcare Representative,Medium,Divorced,10552,9255,2,Yes,13,High,Very High,Low,24,3,Excellent,6,0,0,4
28,Karyawan Beratahan,Travel_Rarely,440,Research & Development,21,Bachelor,Medical,High,Male,42,High,Basic,Research Scientist,Very High,Married,2713,6672,1,No,11,High,High,Low,5,2,Low,5,2,0,2
30,Karyawan Beratahan,Travel_Rarely,852,Sales,10,Bachelor,Marketing,High,Male,72,Medium,Advanced,Sales Executive,High,Married,6578,2706,1,No,18,High,Low,Low,10,3,Excellent,10,3,1,4
46,Karyawan Beratahan,Travel_Frequently,1211,Sales,5,Master,Marketing,Low,Male,98,High,Advanced,Sales Executive,Very High,Single,5772,20445,4,Yes,21,Very High,High,Very High,14,4,Excellent,9,6,0,8
31,Karyawan Keluar,Travel_Frequently,1060,Sales,1,Bachelor,Life Sciences,Very High,Female,54,High,Basic,Sales Representative,Medium,Single,2302,8319,1,Yes,11,High,Low,Very High,3,2,Outstanding,3,2,2,2
31,Karyawan Keluar,Travel_Rarely,202,Research & Development,8,Bachelor,Life Sciences,Low,Female,34,Medium,Basic,Research Scientist,Medium,Single,1261,22262,1,No,12,High,High,Very High,1,3,Outstanding,1,0,0,0
22,Karyawan Beratahan,Travel_Rarely,1256,Research & Development,19,Below College,Medical,High,Male,80,High,Basic,Research Scientist,Very High,Married,2323,11992,1,No,24,Very High,Low,Medium,2,6,Excellent,2,2,2,2
22,Karyawan Beratahan,Non-Travel,1123,Research & Development,16,College,Medical,Very High,Male,96,Very High,Basic,Laboratory Technician,Very High,Divorced,2935,7324,1,Yes,13,High,Medium,Medium,1,2,Good,1,0,0,0
36,Karyawan Beratahan,Travel_Rarely,852,Research & Development,5,Master,Life Sciences,Medium,Female,82,Medium,Basic,Research Scientist,Low,Married,3419,13072,9,Yes,14,High,Very High,Low,6,3,Outstanding,1,1,0,0
43,Karyawan Beratahan,Travel_Frequently,185,Research & Development,10,Master,Life Sciences,High,Female,33,High,Basic,Laboratory Technician,Very High,Single,2455,10675,0,No,19,High,Low,Very High,9,5,Excellent,8,7,1,7
35,Karyawan Keluar,Travel_Frequently,130,Research & Development,25,Master,Life Sciences,Very High,Female,96,High,Basic,Research Scientist,Medium,Divorced,2022,16612,1,Yes,19,High,Low,Low,10,3,Good,10,2,7,8
60,Karyawan Beratahan,Travel_Frequently,1499,Sales,28,Bachelor,Marketing,High,Female,80,Medium,Intermediate ,Sales Executive,Low,Married,10266,2845,4,No,19,High,Very High,Very High,22,5,Outstanding,18,13,13,11
34,Karyawan Beratahan,Travel_Rarely,131,Sales,2,Bachelor,Marketing,High,Female,86,High,Advanced,Sales Executive,Low,Single,4538,6039,0,Yes,12,High,Very High,Very High,4,3,Excellent,3,2,0,2
39,Karyawan Keluar,Travel_Rarely,1122,Research & Development,6,Bachelor,Medical,Very High,Male,70,High,Basic,Laboratory Technician,Low,Married,2404,4303,7,Yes,21,Very High,Very High,Very High,8,2,Low,2,2,2,2
38,Karyawan Beratahan,Travel_Rarely,770,Sales,10,Master,Marketing,High,Male,73,Medium,Intermediate ,Sales Executive,High,Divorced,8740,5569,0,Yes,14,High,Medium,Medium,9,2,Excellent,8,7,2,7
33,Karyawan Keluar,Travel_Rarely,587,Research & Development,10,Below College,Medical,Low,Male,38,Low,Basic,Laboratory Technician,Very High,Divorced,3408,6705,7,No,13,High,Low,High,8,2,Excellent,4,3,1,3
25,Karyawan Beratahan,Travel_Rarely,891,Sales,4,College,Life Sciences,Medium,Female,99,Medium,Advanced,Sales Executive,Very High,Single,4487,12090,1,Yes,11,High,Medium,Very High,5,3,Excellent,5,4,1,3
49,Karyawan Beratahan,Travel_Rarely,1495,Research & Development,5,Master,Technical Degree,Low,Male,96,High,Advanced,Healthcare Representative,High,Married,6651,21534,2,No,14,High,Medium,Low,20,0,Good,3,2,1,2
45,Karyawan Beratahan,Travel_Rarely,788,Human Resources,24,Master,Medical,Medium,Male,36,High,Basic,Human Resources,Medium,Single,2177,8318,1,No,16,High,Low,Very High,6,3,Excellent,6,3,0,4
43,Karyawan Beratahan,Travel_Rarely,982,Research & Development,12,Bachelor,Life Sciences,Low,Male,59,Medium,Advanced,Research Director,Medium,Divorced,14336,4345,1,No,11,High,High,Low,25,3,Excellent,25,10,3,9
34,Karyawan Beratahan,Travel_Frequently,829,Research & Development,15,Bachelor,Medical,Medium,Male,71,High,Advanced,Research Director,Low,Divorced,17007,11929,7,No,14,High,Very High,Medium,16,3,Good,14,8,6,9
34,Karyawan Beratahan,Travel_Rarely,1333,Sales,10,Master,Life Sciences,High,Female,87,High,Basic,Sales Representative,High,Married,2220,18410,1,Yes,19,High,Very High,Low,1,2,Excellent,1,1,0,0
23,Karyawan Beratahan,Travel_Rarely,310,Research & Development,10,Below College,Medical,Low,Male,79,Very High,Basic,Research Scientist,High,Single,3505,19630,1,No,18,High,Very High,Very High,2,3,Excellent,2,2,0,2
37,Karyawan Beratahan,Travel_Rarely,571,Research & Development,10,Below College,Life Sciences,Very High,Female,82,High,Basic,Research Scientist,Low,Divorced,2782,19905,0,Yes,13,High,Medium,Medium,6,3,Good,5,3,4,3
35,Karyawan Beratahan,Travel_Rarely,384,Sales,8,Master,Life Sciences,Low,Female,72,High,Basic,Sales Representative,Very High,Married,2572,20317,1,No,16,High,Medium,Low,3,1,Good,3,2,0,2
36,Karyawan Keluar,Travel_Rarely,530,Sales,3,Below College,Life Sciences,High,Male,51,Medium,Intermediate ,Sales Executive,Very High,Married,10325,5518,1,Yes,11,High,Low,Low,16,6,Excellent,16,7,3,7
23,Karyawan Beratahan,Travel_Rarely,1309,Research & Development,26,Below College,Life Sciences,High,Male,83,High,Basic,Research Scientist,Very High,Divorced,2904,16092,1,No,12,High,High,Medium,4,2,Good,4,2,0,2
25,Karyawan Beratahan,Travel_Rarely,883,Sales,26,Below College,Medical,High,Female,32,High,Advanced,Sales Executive,Very High,Single,6180,22807,1,No,23,Very High,Medium,Very High,6,5,Good,6,5,1,4
43,Karyawan Beratahan,Non-Travel,1344,Research & Development,7,Bachelor,Medical,Very High,Male,37,Very High,Basic,Research Scientist,Very High,Divorced,2089,5228,4,No,14,High,Very High,High,7,3,Outstanding,5,4,2,2
41,Karyawan Keluar,Travel_Rarely,1085,Research & Development,2,Master,Life Sciences,Medium,Female,57,Low,Basic,Laboratory Technician,Very High,Divorced,2778,17725,4,Yes,13,High,High,Low,10,1,Good,7,7,1,0
25,Karyawan Beratahan,Travel_Rarely,1356,Sales,10,Master,Life Sciences,High,Male,57,High,Advanced,Sales Executive,Very High,Single,4950,20623,0,No,14,High,Medium,Very High,5,4,Excellent,4,3,1,1
52,Karyawan Beratahan,Travel_Rarely,1490,Research & Development,4,College,Life Sciences,Very High,Female,30,High,Advanced,Manager,Very High,Married,16555,10310,2,No,13,High,Very High,Very High,31,2,Low,5,2,1,4
36,Karyawan Beratahan,Travel_Frequently,541,Sales,3,Master,Medical,Low,Male,48,Medium,Intermediate ,Sales Executive,Very High,Married,9699,7246,4,No,11,High,Low,Low,16,2,Excellent,13,9,1,12
26,Karyawan Beratahan,Travel_Rarely,1066,Research & Development,2,College,Medical,Very High,Male,32,Very High,Advanced,Manufacturing Director,Very High,Married,5472,3334,1,No,12,High,Medium,Very High,8,2,Excellent,8,7,1,3
56,Karyawan Beratahan,Travel_Frequently,1240,Research & Development,9,Bachelor,Medical,Low,Female,63,High,Basic,Research Scientist,High,Married,2942,12154,2,No,19,High,Medium,Low,18,4,Excellent,5,4,0,3
34,Karyawan Beratahan,Travel_Frequently,878,Research & Development,10,Master,Medical,Very High,Male,43,High,Basic,Research Scientist,High,Divorced,3815,5972,1,Yes,17,High,Very High,Low,5,4,Outstanding,5,3,2,0
38,Karyawan Beratahan,Travel_Rarely,395,Sales,9,Bachelor,Marketing,Medium,Male,98,Medium,Basic,Sales Representative,Medium,Married,2899,12102,0,No,19,High,Very High,Low,3,3,Excellent,2,2,1,2
36,Karyawan Beratahan,Travel_Rarely,1403,Research & Development,6,Bachelor,Life Sciences,Very High,Male,47,High,Basic,Laboratory Technician,Very High,Married,3210,20251,0,No,11,High,High,Low,16,4,Excellent,15,13,10,11
26,Karyawan Beratahan,Travel_Rarely,192,Research & Development,1,College,Medical,Low,Male,59,Medium,Basic,Laboratory Technician,Low,Married,3955,11141,1,No,16,High,Low,Medium,6,2,Excellent,5,3,1,3
29,Karyawan Keluar,Travel_Rarely,408,Sales,23,Below College,Life Sciences,Very High,Female,45,Medium,Intermediate ,Sales Executive,Low,Married,7336,11162,1,No,13,High,Low,Low,11,3,Low,11,8,3,10
27,Karyawan Beratahan,Travel_Rarely,1157,Research & Development,17,Bachelor,Technical Degree,High,Male,51,High,Basic,Research Scientist,Medium,Married,3058,13364,0,Yes,16,High,Very High,Low,6,3,Good,5,2,1,1
31,Karyawan Keluar,Travel_Frequently,667,Sales,1,Master,Life Sciences,Medium,Female,50,Low,Basic,Sales Representative,High,Single,1359,16154,1,No,12,High,Medium,Very High,1,3,Excellent,1,0,0,0
43,Karyawan Beratahan,Travel_Frequently,775,Sales,15,Bachelor,Life Sciences,Very High,Male,47,Medium,Advanced,Sales Executive,Very High,Married,6804,23683,3,No,18,High,High,Low,7,5,Excellent,2,2,2,2
36,Karyawan Beratahan,Non-Travel,1434,Sales,8,Master,Life Sciences,Low,Male,76,Medium,Intermediate ,Sales Executive,Low,Single,7587,14229,1,No,15,High,Medium,Very High,10,1,Excellent,10,7,0,9
40,Karyawan Beratahan,Travel_Rarely,329,Research & Development,1,Master,Life Sciences,Medium,Male,88,High,Basic,Laboratory Technician,Medium,Married,2387,6762,3,No,22,Very High,High,Low,7,3,Excellent,4,2,0,3
22,Karyawan Beratahan,Travel_Rarely,594,Research & Development,2,Below College,Technical Degree,High,Male,100,High,Basic,Laboratory Technician,Very High,Married,2523,19299,0,No,14,High,High,Low,3,2,Excellent,2,1,2,1
26,Karyawan Beratahan,Travel_Rarely,1384,Research & Development,3,Master,Medical,Low,Male,82,Very High,Basic,Laboratory Technician,Very High,Married,4420,13421,1,No,22,Very High,Medium,Low,8,2,Excellent,8,7,0,7
31,Karyawan Beratahan,Travel_Rarely,1232,Research & Development,7,Master,Medical,High,Female,39,High,Intermediate ,Manufacturing Director,Very High,Single,7143,25713,1,Yes,14,High,High,Very High,11,2,Good,11,9,4,10
52,Karyawan Keluar,Travel_Rarely,1030,Sales,5,Bachelor,Life Sciences,Medium,Male,64,High,Intermediate ,Sales Executive,Medium,Single,8446,21534,9,Yes,19,High,High,Very High,10,2,Good,8,7,7,7
28,Karyawan Beratahan,Travel_Rarely,1158,Research & Development,9,Bachelor,Medical,Very High,Male,94,High,Basic,Research Scientist,Very High,Married,2070,2613,1,No,23,Very High,Very High,Low,5,3,Good,5,2,0,4
37,Karyawan Beratahan,Travel_Rarely,1439,Research & Development,4,Below College,Life Sciences,High,Male,54,High,Basic,Research Scientist,High,Married,2996,5182,7,Yes,15,High,Very High,Very High,8,2,Excellent,6,4,1,3
42,Karyawan Beratahan,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,Medium,Male,56,Low,Advanced,Laboratory Technician,Very High,Single,4272,9558,4,No,19,High,Low,Very High,16,3,Excellent,1,0,0,0
44,Karyawan Beratahan,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,Very High,Male,74,Low,Basic,Research Scientist,High,Single,2290,4279,2,No,13,High,Very High,Very High,6,3,Excellent,0,0,0,0
28,Karyawan Beratahan,Travel_Rarely,1144,Sales,10,Below College,Medical,Very High,Male,74,High,Basic,Sales Representative,Medium,Married,1052,23384,1,No,22,Very High,Medium,Very High,1,5,Excellent,1,0,0,0
31,Karyawan Beratahan,Travel_Rarely,1332,Research & Development,11,College,Medical,High,Male,80,High,Advanced,Healthcare Representative,Low,Married,6833,17089,1,Yes,12,High,Very High,Very High,6,2,Good,6,5,0,1
19,Karyawan Keluar,Travel_Rarely,303,Research & Development,2,Bachelor,Life Sciences,Medium,Male,47,Medium,Basic,Laboratory Technician,Very High,Single,1102,9241,1,No,22,Very High,High,Very High,1,3,Good,1,0,1,0
37,Karyawan Keluar,Travel_Rarely,1373,Research & Development,2,College,Other,Very High,Male,92,Medium,Basic,Laboratory Technician,High,Single,2090,2396,6,Yes,15,High,Medium,Very High,7,3,Excellent,0,0,0,0
45,Karyawan Beratahan,Travel_Rarely,252,Research & Development,2,Bachelor,Life Sciences,Medium,Female,95,Medium,Basic,Research Scientist,High,Single,2274,6153,1,No,14,High,Very High,Very High,1,3,Excellent,1,0,0,0
50,Karyawan Beratahan,Travel_Rarely,804,Research & Development,9,Bachelor,Life Sciences,Low,Male,64,High,Basic,Laboratory Technician,Very High,Married,2380,20165,4,No,18,High,Medium,Very High,8,5,Excellent,1,0,0,0
51,Karyawan Beratahan,Travel_Frequently,1456,Research & Development,1,Master,Medical,Low,Female,30,Medium,Intermediate ,Healthcare Representative,Low,Single,7484,25796,3,No,20,Very High,High,Very High,23,1,Good,13,12,12,8
42,Karyawan Beratahan,Travel_Rarely,603,Research & Development,7,Master,Medical,Medium,Female,78,Very High,Advanced,Research Scientist,Medium,Married,2372,5628,6,Yes,16,High,Very High,Very High,18,2,Excellent,1,0,0,0
32,Karyawan Beratahan,Travel_Rarely,1093,Sales,6,Master,Medical,Medium,Male,87,High,Advanced,Sales Executive,High,Single,5010,24301,1,No,16,High,Low,Very High,12,0,Excellent,11,8,5,7
32,Karyawan Beratahan,Travel_Frequently,689,Sales,9,College,Medical,Very High,Male,35,Low,Advanced,Sales Executive,Very High,Divorced,4668,22812,0,No,17,High,Very High,High,9,2,Outstanding,8,7,0,7
32,Karyawan Beratahan,Travel_Rarely,827,Research & Development,1,Below College,Life Sciences,Very High,Male,71,High,Basic,Research Scientist,Low,Single,2956,15178,1,No,13,High,Very High,Very High,1,2,Excellent,1,0,0,0
33,Karyawan Beratahan,Travel_Rarely,536,Sales,10,Doctor,Marketing,Very High,Male,82,Very High,Intermediate ,Sales Executive,High,Divorced,8380,21708,0,Yes,14,High,Very High,Medium,10,3,Excellent,9,8,0,8
47,Karyawan Beratahan,Travel_Rarely,955,Sales,4,College,Life Sciences,Very High,Female,83,High,Advanced,Sales Executive,Very High,Single,4163,8571,1,Yes,17,High,High,Very High,9,0,Excellent,9,0,0,7
